Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/30/2017 20:14:43,UBC student,A few times per week,Convenience,Recreation/other,4,14,44,On campus ,UBC,City of Vancouver (outside UBC),7,7,9,3,4,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 20:14:51,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,41,Canada Line,3,City of Vancouver,Oakridge,UBC,7,4,2,7,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m.",2,More busses
1/30/2017 20:17:46,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,43,3,49,City of Vancouver,Sunset,UBC,8,3,8,5,3,"10 a.m.-12 p.m., 6 p.m.-8 p.m.",2,A new Skytrain/LRT line
1/30/2017 20:20:57,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,Canada Line,49,99,City of Vancouver,UBC,City of Vancouver (outside UBC),7,6,6,8,4,2 p.m.-4 p.m.,4,More busses
1/30/2017 20:23:13,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Expo Line,99,,Surrey/Delta/Langley,,UBC,6,9,,1,1,"Before 6 a.m., 6 a.m.-8 a.m.",4,Better drivers
1/30/2017 20:23:18,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,4,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),7,7,9,6,5,2 p.m.-4 p.m.,4,A new Skytrain/LRT line
1/30/2017 20:25:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,14,7,City of Vancouver,Point Grey,UBC,9,7,3,6,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 20:25:17,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,9,City of Vancouver,Point Grey,UBC,10,9,7,9,10,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m.",2,More busses
1/30/2017 20:31:10,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",49,Expo Line,3,City of Vancouver,Victoria-Fraserview,UBC,10,6,5,6,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",1,More busses
1/30/2017 20:32:32,UBC student,Twice per day,Convenience,"School, Work, Recreation/other",Millennium Line,84,99,Burnaby,,UBC,6,2,9,2,1,6 a.m.-8 a.m.,4,A new Skytrain/LRT line
1/30/2017 20:35:50,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Millennium Line,Expo Line,99,Burnaby,,UBC,5,4,7,7,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 20:36:01,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,16,Millennium Line,City of Vancouver,Hastings-Sunrise,UBC,8,3,5,8,1,6 a.m.-8 a.m.,2,"More busses, Better drivers"
1/30/2017 20:41:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",84,Millennium Line,99,Burnaby,,UBC,8,9,10,7,4,10 a.m.-12 p.m.,4,"More busses, A new Skytrain/LRT line"
1/30/2017 20:44:37,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",43,33,20,City of Vancouver,Kensington-Cedar Cottage,UBC,9,7,7,9,5,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",2,A new Skytrain/LRT line
1/30/2017 20:51:22,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,C20,14,City of Vancouver,UBC,UBC,7,4,6,6,8,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., After 10 p.m.",3,"A new Skytrain/LRT line, Ubc skytrain line (99 route)"
1/30/2017 20:53:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Millennium Line,25,City of Vancouver,Renfrew-Collingwood,UBC,9,10,7,6,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 20:54:10,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), difficult free parking on campus","School, Recreation/other",41,43,Canada Line,City of Vancouver,Renfrew-Collingwood,UBC,8,7,5,6,2,"6 a.m.-8 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 6 p.m.-8 p.m.",2,"More busses, A new Skytrain/LRT line, Less stops; assign some stops to a new bus route"
1/30/2017 20:54:20,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",99,33,14,City of Vancouver,Arbutus,UBC,4,8,5,6,10,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",4,More busses
1/30/2017 20:56:24,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",9,99,16,Burnaby,,City of Vancouver (outside UBC),1,8,5,4,3,10 a.m.-12 p.m.,2,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 20:56:54,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,43,99,84,Burnaby,,UBC,9,9,7,4,4,"8 a.m.-10 a.m., 12 p.m.-2 p.m.",4,A new Skytrain/LRT line
1/30/2017 20:58:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",4,14,C18,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,9,6,3,"6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,"More busses, Better drivers"
1/30/2017 20:59:27,UBC student,A few times per week,Convenience,Recreation/other,14,99,C18,India,UBC,North or West Vancouver,8,4,8,2,6,"12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, More routes in the UBC campus"
1/30/2017 21:03:40,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Work,14,99,,City of Vancouver,UBC,City of Vancouver (outside UBC),8,9,,2,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,A new Skytrain/LRT line
1/30/2017 21:04:22,UBC student,Multiple times per day,Convenience,"School, Recreation/other",480,Expo Line,10,City of Vancouver,Marpole,UBC,10,8,5,5,7,6 a.m.-8 a.m.,4,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 21:06:52,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Canada Line,49,43,Richmond,,UBC,8,7,5,3,1,"6 a.m.-8 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",4,It's perfect as is
1/30/2017 21:08:58,UBC student,Twice per day,Convenience,School,99,Expo Line,Millennium Line,Burnaby,,UBC,7,4,4,3,1,6 a.m.-8 a.m.,2,A new Skytrain/LRT line
1/30/2017 21:09:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,25,16,33,City of Vancouver,Dunbar,UBC,10,1,1,5,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,More busses
1/30/2017 21:10:11,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Millennium Line,25,City of Vancouver,Renfrew-Collingwood,UBC,9,10,7,6,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 21:10:22,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Millennium Line,25,City of Vancouver,Renfrew-Collingwood,UBC,9,10,7,6,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 21:14:32,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,Millennium Line,Expo Line,Burnaby,,UBC,3,1,1,3,1,10 a.m.-12 p.m.,3,"More busses, A new Skytrain/LRT line"
1/30/2017 21:16:59,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,49,,Richmond,,UBC,7,9,,10,7,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",2,"More busses, A new Skytrain/LRT line"
1/30/2017 21:20:37,UBC student,A few times per week,Convenience,Recreation/other,4,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,8,5,3,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,More busses
1/30/2017 21:23:29,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",480,10,Canada Line,City of Vancouver,Kerrisdale,UBC,8,4,2,6,10,"6 a.m.-8 a.m., 2 p.m.-4 p.m.",3,More busses
1/30/2017 21:25:14,UBC student,Multiple times per day,Convenience,"School, Recreation/other",99,14,4,UBC,UBC,City of Vancouver (outside UBC),8,7,7,2,2,4 p.m.-6 p.m.,4,"A new Skytrain/LRT line, A train station at UBC"
1/30/2017 21:29:50,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,9,City of Vancouver,Point Grey,UBC,7,5,3,6,8,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 21:32:48,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Expo Line,Millennium Line,Canada Line,Surrey/Delta/Langley,,UBC,9,7,7,7,4,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 8 p.m.-10 p.m.",4,More busses
1/30/2017 21:34:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,99,7,City of Vancouver,Dunbar,UBC,4,10,1,2,4,"8 a.m.-10 a.m., 8 p.m.-10 p.m.",2,A new Skytrain/LRT line
1/30/2017 21:34:44,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,14,4,City of Vancouver,Kitsilano,UBC,8,6,6,5,8,10 a.m.-12 p.m.,4,"More busses, A new Skytrain/LRT line"
1/30/2017 21:38:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,43,41,49,City of Vancouver,Sunset,UBC,7,9,5,8,4,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/30/2017 21:38:30,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,Canada Line,480,43,Richmond,,UBC,8,9,8,5,3,6 a.m.-8 a.m.,3,More busses
1/30/2017 21:38:58,UBC student,Once per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,Canada Line,Expo Line,City of Vancouver,UBC,City of Vancouver (outside UBC),4,3,3,3,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,More busses
1/30/2017 21:42:06,UBC student,A few times per month,Convenience,Recreation/other,C20,99,C18,City of Vancouver,UBC,saveon ,7,8,7,3,2,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/30/2017 21:42:08,UBC student,Multiple times per day,Convenience,"School, Recreation/other",14,99,33,City of Vancouver,Point Grey,City of Vancouver (outside UBC),7,8,5,7,1,12 p.m.-2 p.m.,3,More busses
1/30/2017 21:45:20,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Do not own a car","School, Recreation/other",41,49,99,Surrey/Delta/Langley,Shaughnessy,UBC,10,10,7,2,10,8 a.m.-10 a.m.,3,More busses
1/30/2017 21:51:48,UBC student,Multiple times per day,"Convenience, No drivers license","School, Work, Recreation/other",99,84,Canada Line,City of Vancouver,Fairview,UBC,10,9,6,5,3,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 22:00:04,UBC student,Twice per day,Convenience,"School, Recreation/other",99,14,9,City of Vancouver,Kitsilano,UBC,9,7,5,6,6,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 22:00:26,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",84,C20,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),6,7,4,4,2,8 a.m.-10 a.m.,4,More busses
1/30/2017 22:02:23,UBC student,A few times per week,Convenience,Recreation/other,99,14,C18,City of Vancouver,UBC,City of Vancouver (outside UBC),6,4,5,2,9,4 p.m.-6 p.m.,3,More busses
1/30/2017 22:03:13,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,41,84,City of Vancouver,UBC,Coquitlam,8,5,5,4,1,2 p.m.-4 p.m.,3,Better drivers
1/30/2017 22:08:17,UBC student,A few times per month,Convenience,Recreation/other,25,99,C18,City of Vancouver,UBC,City of Vancouver (outside UBC),5,5,3,8,2,6 p.m.-8 p.m.,5,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 22:17:04,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,41,25,99,City of Vancouver,UBC,City of Vancouver (outside UBC),8,5,9,6,3,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 22:21:20,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","Work, Recreation/other",44,Seabus,C18,City of Vancouver,UBC,North or West Vancouver,8,5,5,8,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 22:24:31,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",14,9,99,point grey,Point Grey,UBC,6,3,6,3,2,10 a.m.-12 p.m.,5,A new Skytrain/LRT line
1/30/2017 22:35:00,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,Canada Line,49,Richmond,,UBC,6,8,6,2,3,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m.",2,More busses
1/30/2017 22:38:46,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Canada Line,43,41,City of Vancouver,Marpole,UBC,7,9,9,4,1,"8 a.m.-10 a.m., 2 p.m.-4 p.m.",4,"More busses, Faster drivers"
1/30/2017 22:44:18,UBC student,Once per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),7,5,5,4,4,4 p.m.-6 p.m.,3,More busses
1/30/2017 22:46:27,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,Millennium Line,27,City of Vancouver,Hastings-Sunrise,UBC,7,8,1,6,1,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/30/2017 22:53:25,UBC student,Once per month,Convenience,School,Canada Line,2,Seabus,UBC,UBC,UBC,5,3,1,3,1,8 p.m.-10 p.m.,3,It's perfect as is
1/30/2017 22:59:05,UBC student,A few times per week,Convenience,School,99,Expo Line,480,City of Vancouver,UBC,Surrey/Delta/Langley,6,7,2,4,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",2,"A new Skytrain/LRT line, More routes"
1/30/2017 23:04:06,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,43,99,25,Burnaby,Renfrew-Collingwood,UBC,10,10,5,5,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,It's perfect as is
1/30/2017 23:04:45,UBC student,Multiple times per day,Convenience,"Work, Recreation/other",84,44,99,City of Vancouver,UBC,City of Vancouver (outside UBC),8,9,8,6,3,"10 a.m.-12 p.m., 6 p.m.-8 p.m.",3,More busses
1/30/2017 23:05:46,UBC student,A few times per week,Can't drive,Recreation/other,Expo Line,99,Canada Line,Surrey/Delta/Langley,,City of Vancouver (outside UBC),7,8,8,2,3,"10 a.m.-12 p.m., 8 p.m.-10 p.m.",2,More busses
1/30/2017 23:07:48,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Canada Line,480,Millennium Line,Surrey/Delta/Langley,,UBC,8,8,3,9,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,"More busses, Better drivers"
1/30/2017 23:08:53,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,3,9,City of Vancouver,Mount Pleasant,UBC,10,1,5,8,10,8 a.m.-10 a.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 23:09:08,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",4,84,44,City of Vancouver,Kitsilano,UBC,8,8,8,7,7,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",3,More busses
1/30/2017 23:09:47,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,84,4,99,City of Vancouver,Kitsilano,UBC,9,1,4,9,1,8 a.m.-10 a.m.,3,More busses
1/30/2017 23:14:31,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,14,3,City of Vancouver,Point Grey,City of Vancouver (outside UBC),8,8,7,5,4,"6 a.m.-8 a.m., 8 p.m.-10 p.m., After 10 p.m.",3,More busses
1/30/2017 23:26:37,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,Expo Line,44,North or West Vancouver,,Burnaby,8,6,8,3,1,"12 p.m.-2 p.m., 6 p.m.-8 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 23:26:39,Student elsewhere,Twice per day,I have no choice. ,School,25,19,20,City of Vancouver,Kensington-Cedar Cottage,Burnaby,10,7,6,10,9,6 a.m.-8 a.m.,1,More busses
1/30/2017 23:28:43,UBC student,Once per week,Convenience,Recreation/other,99,Canada Line,4,City of Vancouver,UBC,City of Vancouver (outside UBC),4,4,5,2,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 8 p.m.-10 p.m.",4,A new Skytrain/LRT line
1/30/2017 23:47:42,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,44,4,14,North or West Vancouver,,North or West Vancouver,7,6,6,2,1,4 p.m.-6 p.m.,4,A new Skytrain/LRT line
1/30/2017 23:50:30,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,Expo Line,Millennium Line,Burnaby,,Burnaby,10,8,5,7,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 23:59:20,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,Canada Line,49,City of Vancouver,UBC,Richmond,7,9,7,5,3,"4 p.m.-6 p.m., 6 p.m.-8 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 23:59:49,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,43,Expo Line,City of Vancouver,Renfrew-Collingwood,UBC,8,8,6,6,4,8 a.m.-10 a.m.,4,A new Skytrain/LRT line
1/31/2017 0:00:15,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Work,Canada Line,99,14,UBC,Point Grey,City of Vancouver (outside UBC),6,7,7,3,5,"4 p.m.-6 p.m., After 10 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line"
1/31/2017 0:06:02,UBC student,Twice per day,Convenience,"School, Recreation/other",Evergreen Line,Millennium Line,84,Coquitlam,,Coquitlam,3,6,9,7,6,8 a.m.-10 a.m.,2,"More busses, A new Skytrain/LRT line"
1/31/2017 0:13:29,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,4,99,City of Vancouver,UBC,City of Vancouver (outside UBC),4,5,7,5,1,4 p.m.-6 p.m.,4,A new Skytrain/LRT line
1/31/2017 0:16:49,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,Canada Line,15,City of Vancouver,South Cambie,UBC,8,4,4,3,7,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line"
1/31/2017 0:22:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",258,44,Seabus,North or West Vancouver,,UBC,8,6,4,5,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",3,More busses
1/31/2017 0:26:40,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,27,Millennium Line,City of Vancouver,Hastings-Sunrise,UBC,8,6,8,5,2,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/31/2017 0:31:52,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Millennium Line,99,84,Burnaby,,UBC,8,9,8,8,2,8 a.m.-10 a.m.,3,"Buses & skytrains being on schedule! (sometimes, 84 doesn't even show up!)"
1/31/2017 0:33:43,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",14,99,Expo Line,City of Vancouver,Point Grey,UBC,7,7,4,2,7,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/31/2017 0:51:44,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,Expo Line,20,City of Vancouver,Kensington-Cedar Cottage,UBC,8,5,2,7,1,10 a.m.-12 p.m.,4,A new Skytrain/LRT line
1/31/2017 1:00:07,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,Canada Line,33,City of Vancouver,Fairview,UBC,8,6,10,7,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,A new Skytrain/LRT line
1/31/2017 1:01:41,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,43,41,480,City of Vancouver,Dunbar,UBC,8,6,9,7,9,8 a.m.-10 a.m.,2,More busses
1/31/2017 1:07:51,UBC student,Twice per day,Convenience,"School, Work, Recreation/other",49,25,Expo Line,City of Vancouver,UBC,UBC,8,7,9,6,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m.",4,Better drivers
1/31/2017 1:09:09,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,2,33,City of Vancouver,Kitsilano,UBC,8,4,8,10,4,"8 a.m.-10 a.m., 4 p.m.-6 p.m., After 10 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
